192.168.10.103,0.064075,1.659633,1.792
192.168.10.101,0.030883,3.344262,3.753
192.168.10.114,0.030703,5.547936,5.803
192.168.10.104,0.030922,7.842287,8.260
192.168.10.106,0.030893,10.752937,11.131
192.168.10.100,0.030027,13.681773,14.196
192.168.10.111,0.030343,17.020217,17.374
192.168.10.105,0.031139,20.751982,21.159
192.168.10.107,0.153600,24.762996,25.256
192.168.10.102,0.087395,29.461212,29.763
192.168.10.109,25.077775,14.498204,40.001
192.168.10.113,11.176243,20.017881,45.328
192.168.10.110,34.372642,16.826830,51.470
192.168.10.108,21.669291,9.302164,51.470
192.168.10.112,8.027868,32.445549,57.824

192.168.10.110,0.070594,1.652398,1.835
192.168.10.105,0.129125,3.290262,3.678
192.168.10.101,0.030890,7.750165,8.184
192.168.10.114,0.031000,10.444201,10.845
192.168.10.113,0.275356,13.553328,13.919
192.168.10.109,0.356514,16.862030,17.402
192.168.10.102,3.484713,17.534154,21.188
192.168.10.106,0.217175,25.051270,25.387
192.168.10.108,0.246143,29.498002,30.097
192.168.10.103,0.164596,5.361321,34.808
192.168.10.111,25.314483,20.103760,45.663
192.168.10.112,17.266725,17.383363,45.663
192.168.10.100,21.059768,18.776433,45.663
192.168.10.107,31.967032,11.515400,51.601
192.168.10.104,0.030838,57.626137,57.947

192.168.10.101,0.035882,1.782517,1.881
192.168.10.103,0.030966,3.237358,3.788
192.168.10.100,0.031216,5.320019,5.633
192.168.10.114,0.030662,7.624052,8.091
192.168.10.106,0.031089,10.544444,10.753
192.168.10.107,0.031059,16.767324,17.102
192.168.10.110,0.032109,20.172424,20.789
192.168.10.109,0.031066,29.394168,29.601
192.168.10.113,0.031208,33.831522,34.306
192.168.10.111,0.310696,13.117421,34.306
192.168.10.102,0.030771,44.439194,45.157
192.168.10.105,0.030979,50.263711,50.690
192.168.10.108,0.031118,39.075408,50.690
192.168.10.104,0.030872,24.876011,50.689
192.168.10.112,0.155321,56.500446,56.839

192.168.10.100,0.066637,1.565408,1.712
192.168.10.102,0.104057,5.456335,5.841
192.168.10.107,0.030462,7.763678,8.099
192.168.10.108,0.033331,19.129371,21.201
192.168.10.112,1.691307,27.872360,29.803
192.168.10.106,0.033190,9.050993,29.803
192.168.10.105,0.033439,12.081953,29.803
192.168.10.113,0.031165,34.223508,34.514
192.168.10.104,1.604779,15.377470,34.514
192.168.10.110,0.030707,3.262082,34.514
192.168.10.101,0.125870,24.924873,34.515
192.168.10.111,29.440757,9.962578,39.944
192.168.10.109,28.921364,10.520117,45.162
192.168.10.103,34.319062,16.461359,51.102
192.168.10.114,31.215658,12.215231,57.450

192.168.10.103,0.068380,1.542780,1.678
192.168.10.101,0.030827,5.182352,5.576
192.168.10.105,0.030967,7.603770,8.036
192.168.10.112,0.092330,10.349830,10.696
192.168.10.111,0.030984,13.465326,13.768
192.168.10.114,0.122750,3.114558,13.819
192.168.10.106,0.037736,6.648752,17.254
192.168.10.102,10.358773,10.375725,21.141
192.168.10.110,0.032867,14.445033,25.240
192.168.10.107,12.137313,15.785687,29.743
192.168.10.100,29.404078,9.968769,39.778
192.168.10.109,10.407530,13.381980,39.778
192.168.10.108,34.275407,10.716445,45.308
192.168.10.104,31.191856,23.127474,57.801
192.168.10.113,24.285792,21.649795,57.803

192.168.10.103,0.067788,1.538372,1.704
192.168.10.107,0.129135,2.988054,3.245
192.168.10.102,0.188786,4.996878,5.496
192.168.10.105,0.285690,10.030504,10.618
192.168.10.112,0.336740,16.671466,17.167
192.168.10.113,0.111588,20.579414,20.854
192.168.10.106,0.158771,24.547501,24.950
192.168.10.111,0.255013,7.392687,24.950
192.168.10.108,0.031239,28.735110,29.251
192.168.10.114,0.224727,33.626739,33.961
192.168.10.109,24.769022,14.345476,39.289
192.168.10.101,0.307329,13.269580,45.225
192.168.10.110,9.204297,17.245161,51.369
192.168.10.104,1.669012,43.422607,51.370
192.168.10.100,11.218528,32.595137,57.513

192.168.10.113,0.069685,1.594375,1.868
192.168.10.111,0.123759,5.105899,5.346
192.168.10.110,1.716367,6.032990,7.906
192.168.10.107,0.033399,8.705883,10.671
