192.168.10.104,0.031359,13.236892,13.536
192.168.10.101,0.033583,15.068834,17.020
192.168.10.108,0.030311,3.160351,17.020
192.168.10.105,7.810184,12.766298,20.709
192.168.10.112,0.033732,23.059651,25.007
192.168.10.114,0.030970,29.409684,29.921
192.168.10.102,0.030845,34.333344,34.635
192.168.10.109,0.031315,39.414568,39.758
192.168.10.100,0.033565,43.229268,45.283
192.168.10.103,34.686153,5.942069,51.221
192.168.10.106,28.290591,12.339617,57.777

192.168.10.107,0.030722,1.672614,1.827
192.168.10.103,0.163599,3.555384,3.874
192.168.10.111,0.030587,5.637206,5.923
192.168.10.114,0.242330,8.105414,8.588
192.168.10.102,0.271663,11.027653,11.452
192.168.10.101,0.123778,14.300588,14.523
192.168.10.105,0.031018,17.707082,18.107
192.168.10.106,12.722476,11.522942,26.198
192.168.10.112,0.033071,15.827748,30.496
192.168.10.113,0.030811,21.666125,30.496
192.168.10.110,18.203966,13.321783,35.411
192.168.10.108,25.959806,14.255784,40.532
192.168.10.104,0.063786,51.688654,52.002
192.168.10.109,30.404379,15.426010,52.002
192.168.10.100,0.033185,43.320217,58.145

192.168.10.110,0.031175,1.515328,1.731
192.168.10.100,0.031084,3.083212,3.472
192.168.10.101,0.030730,4.939464,5.327
192.168.10.106,0.030985,7.548495,7.773
192.168.10.104,0.031232,10.132415,10.641
192.168.10.105,0.030623,13.093234,13.507
192.168.10.102,0.185360,16.493103,17.092
192.168.10.113,0.302974,20.127196,20.675
192.168.10.109,0.119203,24.429924,24.772
192.168.10.107,0.065167,28.905422,29.073
192.168.10.112,0.033446,13.145373,33.784
192.168.10.103,22.942205,14.224443,38.902
192.168.10.114,7.131909,23.597021,44.433
192.168.10.108,20.160925,29.465507,50.173
192.168.10.111,23.330954,22.363596,56.311

192.168.10.100,0.030073,1.445613,1.586
192.168.10.110,0.030904,5.201019,5.487
192.168.10.111,0.031069,7.556372,7.945
192.168.10.109,0.030863,10.472501,10.812
192.168.10.102,0.031073,3.096753,10.812
192.168.10.103,0.030438,13.902687,14.294
192.168.10.113,0.048089,14.130708,17.571
192.168.10.114,0.036463,30.328839,30.474
192.168.10.101,15.954103,17.449160,35.183
192.168.10.106,6.962303,22.114496,39.474
192.168.10.104,15.984934,27.359572,45.014
192.168.10.112,10.600275,15.583758,45.014
192.168.10.107,36.436471,10.638718,50.544
192.168.10.108,39.522225,16.501302,56.483
192.168.10.105,22.371371,22.638298,62.627
