dispositivi 10

192.168.10.104,0.122599,1.327996,1.468
192.168.10.103,0.122607,3.319442,3.472
192.168.10.108,0.157218,5.303428,5.520
192.168.10.102,0.162378,7.592895,7.978
192.168.10.100,0.162237,10.187702,10.435
192.168.10.107,0.189551,13.160239,13.507
192.168.10.105,0.190592,16.741371,16.989
192.168.10.109,0.190491,20.766206,21.085
192.168.10.106,0.195033,24.769572,25.181
192.168.10.101,0.195078,29.380299,29.687

192.168.10.107,0.078480,1.435109,1.529
192.168.10.104,0.077726,3.079329,3.263
192.168.10.106,0.076813,5.069778,5.313
192.168.10.103,0.088943,7.397263,7.564
192.168.10.100,0.091427,10.234733,10.433
192.168.10.109,0.090581,13.404443,13.605
192.168.10.101,0.110210,16.659710,16.984
192.168.10.102,0.107818,20.463769,20.670
192.168.10.105,0.109199,24.719355,24.971
192.168.10.108,0.109349,29.185209,29.482

192.168.10.107,0.084832,1.517975,1.621
192.168.10.105,0.099124,3.269546,3.411
192.168.10.104,0.087735,5.445623,5.664
192.168.10.102,0.085737,8.015924,8.326
192.168.10.106,0.100028,10.748331,10.988
192.168.10.109,0.106314,13.875281,14.060
192.168.10.103,0.105404,17.204728,17.542
192.168.10.101,0.099820,20.939725,21.229
192.168.10.108,0.099147,24.965354,25.120
192.168.10.100,0.085821,29.572024,29.831

192.168.10.104,0.090807,1.782648,1.889
192.168.10.102,0.090517,3.855251,4.025
192.168.10.100,0.101366,5.961446,6.280
192.168.10.107,0.102315,8.609548,8.736
192.168.10.103,0.121621,12.737241,13.036
192.168.10.106,0.121330,17.300397,17.542
192.168.10.108,0.121314,21.612824,21.843
192.168.10.109,0.120313,25.502916,25.734
192.168.10.101,0.127776,31.987841,32.288
192.168.10.105,0.125256,37.592488,37.817

192.168.10.104,0.104589,1.414413,1.536
192.168.10.103,0.107455,3.141598,3.464
192.168.10.109,0.120473,5.137674,5.306
192.168.10.100,0.121152,7.700137,7.969
192.168.10.108,0.119789,10.442262,10.631
192.168.10.107,0.109341,13.608315,13.908
192.168.10.101,0.130996,17.085887,17.389
192.168.10.106,0.133295,20.899107,21.075
192.168.10.102,0.130510,24.785010,24.967
192.168.10.105,0.120806,34.416161,34.593

192.168.10.105,0.092572,1.448397,1.560
192.168.10.104,0.092447,3.255081,3.432
192.168.10.108,0.094389,5.418204,5.684
192.168.10.100,0.100265,7.916362,8.142
192.168.10.103,0.113194,10.649353,10.804
192.168.10.106,0.111224,13.809474,14.081
192.168.10.102,0.113665,17.289969,17.562
192.168.10.107,0.113130,21.054190,21.249
192.168.10.109,0.114361,25.146220,25.344
192.168.10.101,0.115078,29.698603,29.851

192.168.10.108,0.082002,1.355283,1.488
192.168.10.101,0.080482,3.101014,3.332
192.168.10.100,0.080761,5.063676,5.175
192.168.10.104,0.096278,7.382305,7.633
192.168.10.105,0.097376,9.948757,10.090
192.168.10.102,0.108066,12.964529,13.166
192.168.10.107,0.106812,16.239957,16.439
192.168.10.109,0.096520,19.986059,20.126
192.168.10.106,0.095985,24.181498,24.426
192.168.10.103,0.107606,28.785885,28.932

192.168.10.108,0.123145,1.308348,1.448
192.168.10.100,0.121129,3.000864,3.273
192.168.10.104,0.124955,5.041536,5.320
192.168.10.109,0.129987,7.596304,7.778
192.168.10.107,0.128216,10.260713,10.440
192.168.10.102,0.148819,13.358365,13.717
192.168.10.101,0.146097,16.920274,17.095
192.168.10.105,0.146740,21.071991,21.295
192.168.10.103,0.146946,25.303811,25.596
192.168.10.106,0.122105,29.932994,30.102

192.168.10.105,0.082063,1.283525,1.433
192.168.10.103,0.081891,3.085515,3.380
192.168.10.102,0.092009,5.141058,5.427
192.168.10.101,0.091697,7.771464,8.089
192.168.10.104,0.091503,10.491262,10.752
192.168.10.106,0.099984,13.645654,13.823
192.168.10.100,0.101223,17.098832,17.305
192.168.10.107,0.099086,20.926024,21.196
192.168.10.108,0.106382,25.141189,25.293
192.168.10.109,0.104745,29.822493,30.003

192.168.10.104,0.086467,1.364546,1.470
192.168.10.102,0.086098,3.116055,3.343
192.168.10.108,0.101527,5.114461,5.392
192.168.10.107,0.085618,7.556693,7.849
192.168.10.106,0.103818,10.179993,10.512
192.168.10.100,0.100320,13.382204,13.584
192.168.10.109,0.099450,16.957726,17.270
192.168.10.101,0.098372,20.889089,21.161
192.168.10.103,0.104875,25.175679,25.461
192.168.10.105,0.109068,29.551841,29.762

dispositivi 10 diversi finale

192.168.10.108,0.117965,0.002616,0.115349,1.579872,1.801
192.168.10.105,0.117945,0.001524,0.116421,3.790710,4.054
192.168.10.102,0.134556,0.001173,0.133383,6.149006,6.307
192.168.10.109,0.134358,0.001294,0.133064,8.831537,9.174
192.168.10.107,0.129221,0.001242,0.127979,12.218745,12.451
192.168.10.103,0.130183,0.001134,0.129049,15.617593,15.932
192.168.10.100,0.146827,0.001020,0.145807,19.595849,19.822
192.168.10.104,0.144381,0.001101,0.143280,23.785712,24.124
192.168.10.106,0.146042,0.001426,0.144616,28.490301,28.835
192.168.10.101,0.144737,0.001104,0.143633,33.454924,33.750

192.168.10.106,0.114223,0.000712,0.113511,1.740108,1.870
192.168.10.102,0.126628,0.000359,0.126269,3.804835,4.083
192.168.10.101,0.127941,0.000330,0.127611,6.520893,6.746
192.168.10.100,0.125979,0.000318,0.125661,9.319868,9.613
192.168.10.103,0.147100,0.000366,0.146734,12.392577,12.685
192.168.10.104,0.147381,0.000359,0.147022,15.898036,16.166
192.168.10.107,0.147232,0.000348,0.146884,19.763479,20.058
192.168.10.105,0.146713,0.000398,0.146315,23.899838,24.154
192.168.10.109,0.147400,0.000329,0.147071,28.814323,29.069
192.168.10.108,0.114636,0.000328,0.114308,33.618726,33.780

192.168.10.100,0.094830,0.002433,0.092397,1.516725,1.627
192.168.10.104,0.094165,0.001124,0.093041,3.330282,3.522
192.168.10.108,0.099660,0.001332,0.098328,5.644488,5.774
192.168.10.107,0.109891,0.001308,0.108583,8.177590,8.437
192.168.10.103,0.109216,0.001257,0.107959,10.908501,11.099
192.168.10.105,0.108147,0.001107,0.107040,14.100749,14.376
192.168.10.101,0.122134,0.001528,0.120606,17.566156,17.857
192.168.10.109,0.119440,0.001244,0.118196,21.548075,21.748
192.168.10.102,0.120898,0.001060,0.119838,25.757309,26.049
192.168.10.106,0.099524,0.001301,0.098223,30.351880,30.555

192.168.10.103,0.099606,0.002730,0.096876,1.481498,1.595
192.168.10.106,0.112425,0.001275,0.111150,3.300325,3.498
192.168.10.109,0.111221,0.001238,0.109983,5.641517,5.956
192.168.10.104,0.121372,0.001016,0.120356,8.013480,8.210
