dispositivi 10

192.168.10.101,0.098983,0.001222,0.097761,11.019584,11.281
192.168.10.108,0.119169,0.001086,0.118083,14.350455,14.558
192.168.10.102,0.119895,0.001070,0.118825,17.788785,18.039
192.168.10.100,0.118035,0.001308,0.116727,21.582490,21.931
192.168.10.105,0.119289,0.001086,0.118203,25.905734,26.231
192.168.10.107,0.111323,0.001131,0.110192,30.433264,30.737

192.168.10.105,0.100407,0.001408,0.098999,1.587890,1.707
192.168.10.102,0.100371,0.002611,0.097760,3.442764,3.678
192.168.10.109,0.099392,0.001204,0.098188,5.958576,6.135
192.168.10.103,0.098473,0.001201,0.097272,8.841512,9.002
192.168.10.100,0.097947,0.001129,0.096818,11.719659,11.869
192.168.10.107,0.105431,0.001102,0.104329,14.855882,15.146
192.168.10.104,0.104975,0.001139,0.103836,18.710239,19.037
192.168.10.101,0.101047,0.001256,0.099791,22.759187,22.929
192.168.10.108,0.100808,0.001279,0.099529,27.434594,27.639
192.168.10.106,0.100880,0.001207,0.099673,32.303704,32.554

192.168.10.103,0.121831,0.002756,0.119075,1.321245,1.460
192.168.10.108,0.139783,0.001166,0.138617,3.051896,3.337
192.168.10.109,0.139811,0.001116,0.138695,5.193454,5.385
192.168.10.104,0.122281,0.002196,0.120085,7.873830,8.048
192.168.10.100,0.139841,0.001204,0.138637,10.666569,10.915
192.168.10.106,0.146208,0.001213,0.144995,13.848479,14.192
192.168.10.107,0.142083,0.001130,0.140953,17.492061,17.673
192.168.10.101,0.145915,0.001148,0.144767,21.164580,21.359
192.168.10.105,0.146033,0.001045,0.144988,25.340530,25.660
192.168.10.102,0.126688,0.001218,0.125470,30.053905,30.371

192.168.10.102,0.076779,0.002442,0.074337,3.391959,3.627
192.168.10.101,0.100900,0.001381,0.099519,5.214887,5.470
192.168.10.104,0.100990,0.001133,0.099857,7.475916,7.723
192.168.10.105,0.102922,0.001175,0.101747,10.477365,10.795
192.168.10.109,0.113455,0.001126,0.112329,13.426119,13.662
192.168.10.108,0.113389,0.001183,0.112206,16.595692,16.938
192.168.10.100,0.111244,0.001048,0.110196,20.160651,20.420
192.168.10.106,0.113338,0.001178,0.112160,24.124046,24.311
192.168.10.103,0.114619,0.001012,0.113607,28.198047,28.407
192.168.10.107,0.112951,0.001172,0.111779,32.931547,33.118

192.168.10.101,0.106617,0.001132,0.105485,1.577371,1.704
192.168.10.108,0.109780,0.002476,0.107304,3.446141,3.665
192.168.10.105,0.108923,0.001383,0.107540,5.572492,5.713
192.168.10.109,0.107494,0.001255,0.106239,8.028083,8.171
192.168.10.103,0.112903,0.001020,0.111883,10.865713,11.038
192.168.10.107,0.118833,0.001003,0.117830,14.038662,14.314
192.168.10.106,0.110210,0.001153,0.109057,17.537873,17.796
192.168.10.102,0.111025,0.001186,0.109839,21.396793,21.687
192.168.10.100,0.119509,0.001086,0.118423,25.781019,25.988
192.168.10.104,0.118303,0.001146,0.117157,30.330118,30.494

192.168.10.109,0.094779,0.001691,0.093088,1.648980,1.762
192.168.10.103,0.095599,0.002475,0.093124,3.396156,3.677
192.168.10.107,0.102937,0.001221,0.101716,5.619145,5.930
192.168.10.108,0.103313,0.001150,0.102163,8.261213,8.592
192.168.10.100,0.106366,0.001164,0.105202,10.977580,11.254
192.168.10.101,0.103633,0.001293,0.102340,14.295032,14.531
192.168.10.104,0.104007,0.001109,0.102898,17.871822,18.217
192.168.10.105,0.104029,0.001144,0.102885,21.781675,22.109
192.168.10.102,0.102927,0.001129,0.101798,26.573601,26.819
192.168.10.106,0.103279,0.001140,0.102139,31.369003,31.530

192.168.10.105,0.098626,0.001383,0.097243,1.307919,1.424
192.168.10.107,0.097185,0.001202,0.095983,3.401118,3.523
192.168.10.102,0.099646,0.002475,0.097171,5.772320,5.981
192.168.10.109,0.106977,0.001037,0.105940,8.220689,8.541
192.168.10.100,0.106526,0.001347,0.105179,11.061417,11.305
192.168.10.104,0.114570,0.001129,0.113441,14.257758,14.582
192.168.10.101,0.107161,0.001062,0.106099,17.763752,18.064
192.168.10.108,0.106097,0.001072,0.105025,21.675203,21.955
192.168.10.103,0.114098,0.001270,0.112828,26.223464,26.460
192.168.10.106,0.114239,0.001046,0.113193,30.916421,31.171
192.168.10.100,1.238401,0.001470,1.236931,1.815096
